par_id,paragraph,has_entity,lexicon_count,difficult_words,last_editor_gender,category,text_clarity,index
473257002378,"Sir Michael Anthony Epstein CBE, FRS FMedSci  is a British virologist of Jewish descent. He is one of the discoverers of the Epstein-Barr virus. ",ORG_NO_PRODUCT_YES_PERSON_YES_,24,7.0,man,biographies,not_clear_enough,3511
1006039003230,"The first sentence of the Three Character Classic, a popular enlightenment book in Zhong Yuan, is ""At the beginning of man, nature is good""; this seems to be the view of the common literati and Baixing. The scholar Luo Si-guang believes that the traditional Chinese literati were overly optimistic about human nature and failed to set up various checking power measures as the West did, thus failing to eradicate corrupt officials for thousands of years.。",ORG_YES_PRODUCT_NO_PERSON_YES_,75,22.0,man,philosophy,not_clear_enough,4763
227558001438,Population sans doubles comptes is a phrase in French that means population without double counting in English.,ORG_NO_PRODUCT_NO_PERSON_NO_,17,3.0,man,artificial intelligence,not_clear_enough,1953
7438003998,"Possibly the earliest affirmation of the maxim of reciprocity, reflecting the ancient Egyptian goddess Ma'at, appears in the story of ""The Eloquent Peasant"", which dates to the Middle Kingdom : ""Now this is the command: Do to the doer to make him do."" This proverb embodies the do ut des principle. A Late Period  papyrus contains an early negative affirmation of the Golden Rule: ""That which you hate to be done to you, do not do to another.""",ORG_NO_PRODUCT_NO_PERSON_NO_,77,20.0,woman,philosophy,not_clear_enough,6153
7628004121,"There are few guards against inappropriate use of language features, which may lead to unmaintainable code. In particular, the C preprocessor can hide troubling effects such as double evaluation and worse. This facility for tricky code has been celebrated with competitions such as the International Obfuscated C Code Contest and the Underhanded C Contest.",ORG_YES_PRODUCT_NO_PERSON_NO_,54,15.0,man,programming,not_clear_enough,8206
51772005242,"Marx's analysis sees ideology as a system of false consciousness that arises from the economic relationships, reflecting and perpetuating the interests of the dominant class.In the Marxist base and superstructure model of society, base denotes the relations of production and modes of production, and superstructure denotes the dominant ideology . The economic base of production determines the political superstructure of a society. Ruling class-interests determine the superstructure and the nature of the justifying ideology—actions feasible because the ruling class control the means of production. For example, in a feudal mode of production, religious ideology is the most prominent aspect of the superstructure, while in capitalist formations, ideologies such as liberalism and social democracy dominate. Hence the great importance of ideology justifies a society and politically confuses the alienated groups of society via false consciousness.",ORG_NO_PRODUCT_NO_PERSON_YES_,133,44.0,man,philosophy,not_clear_enough,704
109181000901,"Herschel called the new planet the 'Georgian star'  after King George III, which brought him favour; the name did not stick, however. In France, where reference to the British king was to be avoided if possible, the planet was known as 'Herschel' until the name 'Uranus' was universally adopted. The same year, Herschel was awarded the Copley Medal and elected a Fellow of the Royal Society. In 1782, he was appointed ""The King's Astronomer"". He got a generous award from the king, which enabled him to stop work as a musician, and devote all his time to astronomy. The award was a life pension to Herschel of £200 a year, and £50 a year to Caroline. Work on the 40-foot telescope was also supported by a grant from the king.p6",ORG_YES_PRODUCT_NO_PERSON_YES_,130,23.0,woman,biographies,not_clear_enough,9123
13216004491,"To most philosophers, the word ""consciousness"" connotes the relationship between the mind and the world. To writers on spiritual or religious topics, it frequently connotes the relationship between the mind and God, or the relationship between the mind and deeper truths that are thought to be more fundamental than the physical world.The Canadian psychiatrist Richard Maurice Bucke, author of the 1901 book Cosmic Consciousness: A Study in the Evolution of the Human Mind, distinguished between three types of consciousness: 'Simple Consciousness', awareness of the body, possessed by many animals; 'Self Consciousness', awareness of being aware, possessed only by humans; and 'Cosmic Consciousness', awareness of the life and order of the universe, possessed only by humans who have attained ""intellectual enlightenment or illumination"".Another thorough account of the spiritual approach is Ken Wilber's 1977 book The Spectrum of Consciousness, a comparison of western and eastern ways of thinking about the mind. Wilber described consciousness as a spectrum with ordinary awareness at one end, and more profound types of awareness at higher levels.Other examples include the various levels of spiritual consciousness presented by Prem Saran Satsangi and Stuart Hameroff.",ORG_NO_PRODUCT_NO_PERSON_YES_,186,47.0,man,philosophy,not_clear_enough,761
50634005221,"Historical writers have often played Disraeli and Gladstone against each other as great rivals. Roland Quinault, however, cautions not to exaggerate the confrontation:they were not direct antagonists for most of their political careers. Indeed initially they were both loyal to the Tory party, the Church and the landed interest. Although their paths diverged over the repeal of the Corn Laws in 1846 and later over fiscal policy more generally, it was not until the later 1860s that their differences over parliamentary reform, Irish and Church policy assumed great partisan significance. Even then their personal relations remained fairly cordial until their dispute over the Eastern Question in the later 1870s.",ORG_YES_PRODUCT_NO_PERSON_YES_,109,36.0,man,biographies,not_clear_enough,6060
522003338," They suggested that our emotional intuition and deliberate reasoning are not only qualitatively distinctive, but they also compete in making moral judgments and decisions. When making an emotionally-salient moral judgment, automatic, unconscious, and immediate response is produced by our intuition first. More careful, deliberate, and formal reasoning then follows to produce a response that is either consistent or inconsistent with the earlier response produced by intuition, in parallel with more general form of dual process theory of thinking. But in contrast with the previous rational view on moral reasoning, the dominance of the emotional process over the rational process was proposed. Haidt highlighted the aspect of morality not directly accessible by our conscious search in memory, weighing of evidence, or inference. He describes moral judgment as akin to aesthetic judgment, where an instant approval or disapproval of an event or object is produced upon perception. Hence, once produced, the immediate intuitive response toward a situation or person cannot easily be overridden by the rational consideration that follows. The theory explained that in many cases, people resolve inconsistency between the intuitive and rational processes by using the latter for post-hoc justification of the former. Haidt, using the metaphor ""the emotional dog and its rational tail"", applied such nature of our reasoning to the contexts ranging from person perception to politics.",ORG_NO_PRODUCT_NO_PERSON_YES_,219,67.0,man,philosophy,not_clear_enough,6830
109709006323,"Here in its foundations lies the architect of this church and city, Christopher Wren, who lived beyond ninety years, not for his own profit but for the public good. Reader, if you seek his monument – look around you. Died 25 Feb. 1723, age 91.",ORG_NO_PRODUCT_NO_PERSON_YES_,44,6.0,man,biographies,not_clear_enough,2443
895492012133,"The next predominant school of thought in normative ethics is consequentialism. While deontology places the emphasis on doing one's duty, consequentialism bases the morality of an action upon its outcome. Instead of saying that one has a moral duty to abstain from murder, a consequentialist would say that we should abstain from murder because it causes undesirable effects. The main contention here is what outcomes should/can be identified as objectively desirable. ",ORG_NO_PRODUCT_NO_PERSON_NO_,71,20.0,woman,philosophy,not_clear_enough,6554
113793006505,Deduction is a form of reasoning in which a conclusion follows necessarily from the stated premises. A deduction is also the name for the conclusion reached by a deductive reasoning process. A classic example of deductive reasoning is evident in syllogisms like the following:,ORG_NO_PRODUCT_NO_PERSON_NO_,44,12.0,woman,philosophy,not_clear_enough,2724
110509006375,"The heart of the AppleScript language is the use of terms that act as nouns and verbs that can be combined. For example, rather than a different verb to print a page, document or range of pages , AppleScript uses a single ""print"" verb which can be combined with an object, such as a page, a document or a range of pages.",ORG_YES_PRODUCT_YES_PERSON_NO_,61,6.0,man,programming,not_clear_enough,6373
199756007431," To remain financially solvent, Wallace worked grading government examinations, wrote 25 papers for publication between 1872 and 1876 for various modest sums, and was paid by Lyell and Darwin to help edit some of their works.In 1876, Wallace needed a £500 advance from the publisher of The Geographical Distribution of Animals to avoid having to sell some of his personal property. Darwin was very aware of Wallace's financial difficulties and lobbied long and hard to get Wallace awarded a government pension for his lifetime contributions to science. When the £200 annual pension was awarded in 1881, it helped to stabilise Wallace's financial position by supplementing the income from his writings.",ORG_YES_PRODUCT_NO_PERSON_YES_,110,33.0,man,biographies,not_clear_enough,7844
8471004193,"With the war over, Lloyd George called a general election with voting on Saturday, 14 December 1918. During the election campaign, Churchill called for the nationalisation of the railways, a control on monopolies, tax reform, and the creation of a League of Nations to prevent future wars. He was returned as MP for Dundee and, although the Conservatives won a majority, Lloyd George was retained as prime minister. In January 1919, Lloyd George moved Churchill to the War Office as both Secretary of State for War and Secretary of State for Air.Churchill was responsible for demobilising the British Army, although he convinced Lloyd George to keep a million men conscripted for the British Army of the Rhine. Churchill was one of the few government figures who opposed harsh measures against the defeated Germany, and he cautioned against demobilising the German Army, warning that they might be needed as a bulwark against threats from the newly established Soviet Russia.",ORG_YES_PRODUCT_NO_PERSON_YES_,158,37.0,woman,biographies,not_clear_enough,100
83427005936," The inclusion of a complex number data type in the language made Fortran especially suited to technical applications such as electrical engineering.By 1960, versions of FORTRAN were available for the IBM 709, 650, 1620, and 7090 computers. Significantly, the increasing popularity of FORTRAN spurred competing computer manufacturers to provide FORTRAN compilers for their machines, so that by 1963 over 40 FORTRAN compilers existed. For these reasons, FORTRAN is considered to be the first widely used cross-platform programming language.FORTRAN was provided for the IBM 1401 computer by an innovative 63-phase compiler that ran entirely in its core memory of only 8000  characters. The compiler could be run from tape, or from a 2200-card deck; it used no further tape or disk storage. It kept the program in memory and loaded overlays that gradually transformed it, in place, into executable form, as described by Haines.",ORG_YES_PRODUCT_YES_PERSON_NO_,143,41.0,man,programming,not_clear_enough,2718
281017008399,"All Souls, Oxford University shows the arms the arms of Boyle's family in colonnade of the Great Quadrangle, opposite the arms of the Hill family of Shropshire, close by a sundial designed by Boyle's friend Christopher Wren.In 1654, Boyle left Ireland for Oxford to pursue his work more successfully. An inscription can be found on the wall of University College, Oxford, the High Street at Oxford , marking the spot where Cross Hall stood until the early 19th century. It was here that Boyle rented rooms from the wealthy apothecary who owned the Hall.",ORG_YES_PRODUCT_NO_PERSON_YES_,93,17.0,woman,biographies,not_clear_enough,6100
112634006444," Each pilot acts like an ant searching for the best airport gate. ""The pilot learns from his experience what's the best for him, and it turns out that that's the best solution for the airline,"" Douglas A. Lawson explains. As a result, the ""colony"" of pilots always go to gates they can arrive at and depart from quickly. The program can even alert a pilot of plane back-ups before they happen. ""We can anticipate that it's going to happen, so we'll have a gate available,"" Lawson says.",ORG_NO_PRODUCT_NO_PERSON_YES_,87,14.0,man,artificial intelligence,not_clear_enough,6997
83427005963,"The ""continuation column""  could hold a digit between 1 and 9  to indicate that the formula or declaration started on a previous card continued on the current one. Up to 19 continuation cards could be used, and the digits on these cards could be in any order.",ORG_NO_PRODUCT_NO_PERSON_NO_,47,10.0,non-binary,programming,not_clear_enough,3950
237106008014," values. If no variable's local distribution depends on more than three parent variables, the Bayesian network representation stores at most ",ORG_NO_PRODUCT_NO_PERSON_NO_,20,8.0,man,artificial intelligence,not_clear_enough,1609
589550010378,"In some contexts, the use of the terms of ""nature"" and ""natural"" can be vague, leading to unintended associations with other concepts. The word ""natural"" can also be a loaded term – much like the word ""normal"", in some contexts, it can carry an implicit value judgement. An appeal to nature would thus beg the question, because the conclusion is entailed by the premise.Opinions differ regarding appeal to nature in rational argument. By some more permissive views, it can sometimes be taken as a helpful rule of thumb in certain limited domains, even if it admits some exceptions.",ORG_NO_PRODUCT_NO_PERSON_NO_,97,24.0,woman,philosophy,not_clear_enough,3345
44742004962,"From 1988 onward, the use of neural networks transformed the field of protein structure prediction, in particular when the first cascading networks were trained on profiles  produced by multiple sequence alignments.In the 1980s, backpropagation did not work well for deep FNNs and RNNs. To overcome this problem, Juergen Schmidhuber  proposed a hierarchy of RNNs pre-trained one level at a time by self-supervised learning. It uses predictive coding to learn internal representations at multiple self-organizing time scales. This can substantially facilitate downstream deep learning. The RNN hierarchy can be collapsed into a single RNN, by distilling a higher level chunker network into a lower level automatizer network. In 1993, a chunker solved a deep learning task whose depth exceeded 1000.In 1992, Juergen Schmidhuber also published an alternative to RNNs which is now called a linear Transformer or a Transformer with linearized self-attention . It learns internal spotlights of attention: a slow feedforward neural network learns by gradient descent to control the fast weights of another neural network through outer products of self-generated activation patterns FROM and TO . This fast weight attention mapping is applied to a query pattern.",ORG_YES_PRODUCT_NO_PERSON_YES_,186,57.0,woman,artificial intelligence,not_clear_enough,1920
7957000325,"Something untrue is false. A half truth is something true mixed with something false, or something partly true with key information omitted.",ORG_NO_PRODUCT_NO_PERSON_NO_,22,3.0,man,philosophy,not_clear_enough,2162
337101008860,"Pearson's system of continuous curves. A system of continuous univariate probability distributions that came to form the basis of the now conventional continuous probability distributions. Since the system is complete up to the fourth moment, it is a powerful complement to the Pearsonian method of moments.",ORG_YES_PRODUCT_NO_PERSON_NO_,46,12.0,man,biographies,not_clear_enough,5765
85003291,"Different types of existing entities are discussed in the academic literature. Many discussions revolve around the questions of what those types are, whether entities of a specific type exist, how entities of different types are related to each other, and whether some types are more fundamental than others. Examples are questions like whether souls exist, whether there are abstract, fictional, and universal entities, and whether besides the actual world and its objects, there are also possible worlds and objects.",ORG_NO_PRODUCT_NO_PERSON_NO_,79,19.0,woman,philosophy,not_clear_enough,6987
86874006058,"Memetics is the name of the field of science that studies memes and their evolution and culture spread. While the term ""meme"" appeared in various forms in German and Austrian texts near the turn of the 20th century, Dawkin's unrelated use of the term in The Selfish Gene marked its emergence into mainstream study. Based on the Dawkin's framing of a meme as a cultural analogue to a gene, meme theory originated as an attempt to apply biological evolutionary principles to cultural information transfer and cultural evolution. Thus, memetics attempts to apply conventional scientific methods  to explain existing patterns and transmission of cultural ideas.Principal criticisms of memetics include the claim that memetics ignores established advances in other fields of cultural study, such as sociology, cultural anthropology, cognitive psychology, and social psychology. Questions remain whether or not the meme concept counts as a validly disprovable scientific theory. This view regards memetics as a theory in its infancy: a protoscience to proponents, or a pseudoscience to some detractors.",ORG_NO_PRODUCT_NO_PERSON_YES_,166,53.0,man,philosophy,not_clear_enough,8602
28498004767,"Rutherford became Director of the Cavendish Laboratory at the University of Cambridge in 1919. Under his leadership, the neutron was discovered by James Chadwick in 1932. In the same year, the first controlled experiment to split the nucleus was performed by John Cockcroft and Ernest Walton, working under his direction. In honour of his scientific advancements, Rutherford was recognized as a Baron in the peerages of New Zealand and Britain. After his death in 1937, he was buried in Westminster Abbey near Charles Darwin and Isaac Newton. The chemical element rutherfordium  was named after him in 1997.",ORG_YES_PRODUCT_NO_PERSON_YES_,97,28.0,woman,biographies,not_clear_enough,2886
350464009009,"Less than two weeks after Leopold's accession, on 2 August, the Netherlands invaded Belgium, starting the Ten Days' Campaign. The small Belgian army was overwhelmed by the Dutch assault and was pushed back. Faced with a military crisis, Leopold appealed to the French for support. The French promised support, and the arrival of their Armee du Nord in Belgium forced the Dutch to accept a diplomatic mediation and retreat back to the pre-war border. Skirmishes continued for eight years, but in April 1839, the two countries signed the Treaty of London, whereby the Dutch recognised Belgium's independence.Leopold was generally unsatisfied with the amount of power allocated to the monarch in the Constitution, and sought to extend it wherever the Constitution was ambiguous or unclear while generally avoiding involvement in routine politics.",ORG_YES_PRODUCT_NO_PERSON_YES_,131,38.0,woman,biographies,not_clear_enough,5870
337101008846,"Pearson's relativity was based on idealism, in the sense of ideas or pictures in a mind. ""There are many signs"", he wrote, ""that a sound idealism is surely replacing, as a basis for natural philosophy, the crude materialism of the older physicists.""  Further, he stated, ""... science is in reality a classification and analysis of the contents of the mind ... In truth, the field of science is much more consciousness than an external world.""  ""Law in the scientific sense is thus essentially a product of the human mind and has no meaning apart from man."" ",ORG_YES_PRODUCT_NO_PERSON_NO_,94,24.0,woman,biographies,not_clear_enough,7129
50634005208,"Returning to Hughenden, Disraeli brooded over his electoral dismissal, but also resumed work on Endymion, which he had begun in 1872 and laid aside before the 1874 election. The work was rapidly completed and published by November 1880. He carried on a correspondence with Victoria, with letters passed through intermediaries. When Parliament met in January 1881, he served as Conservative leader in the Lords, attempting to serve as a moderating influence on Gladstone's legislation.Because of his asthma and gout, Disraeli went out as little as possible, fearing more serious episodes of illness. In March, he fell ill with bronchitis, and emerged from bed only for a meeting with Salisbury and other Conservative leaders on the 26th. As it became clear that this might be his final sickness, friends and opponents alike came to call. Disraeli declined a visit from the Queen, saying, ""She would only ask me to take a message to Albert.",ORG_YES_PRODUCT_YES_PERSON_YES_,153,34.0,man,biographies,not_clear_enough,7720
168887007134,"All forms of practical rationality are concerned with how we act. It pertains both to actions directly as well as to mental states and events preceding actions, like intentions and decisions. There are various aspects of practical rationality, such as how to pick a goal to follow and how to choose the means for reaching this goal. Other issues include the coherence between different intentions as well as between beliefs and intentions.Some theorists define the rationality of actions in terms of beliefs and desires. On this view, an action to bring about a certain goal is rational if the agent has the desire to bring about this goal and the belief that their action will realize it. A stronger version of this view requires that the responsible beliefs and desires are rational themselves. A very influential conception of the rationality of decisions comes from decision theory. In decisions, the agent is presented with a set of possible courses of action and has to choose one among them. Decision theory holds that the agent should choose the alternative that has the highest expected value. Practical rationality includes the field of actions but not of behavior in general. The difference between the two is that actions are intentional behavior, i.e.",ORG_NO_PRODUCT_NO_PERSON_NO_,208,40.0,man,philosophy,not_clear_enough,7015
133020001071,"A sophism is a statement to deceive someone in a debate or conversation. It might be made to seem to make sense when really being wrong, or it might use difficult words and complicated sentences to intimidate the audience into agreeing. An argument ad hominem is an example of sophistry.",ORG_NO_PRODUCT_NO_PERSON_NO_,50,12.0,woman,philosophy,not_clear_enough,8250
156701007063,"Banting House, his former home located in London, Ontario, was declared a National Historic Site of Canada in 1997. The Banting Interpretation Centre in Musgrave Harbour, Newfoundland and Labrador is a museum named after him which focuses on the circumstances surrounding the 1941 plane crash which claimed his life. The crater Banting on the Moon is also named after him for his contributions to medicine.",ORG_YES_PRODUCT_NO_PERSON_NO_,65,19.0,woman,biographies,not_clear_enough,5844
199827007496,"In 1945, Huxley proposed to melt the polar ice caps by igniting atomic bombs to moderate the world climate in the northern hemisphere, and permit shipping across the top of the world.",ORG_NO_PRODUCT_NO_PERSON_YES_,32,10.0,man,biographies,not_clear_enough,5002
657133010644,"In 1983, Fisher was awarded the Boltzmann Medal ""for his many illuminating contributions to phase transitions and critical phenomena during the past 25 years""",ORG_NO_PRODUCT_NO_PERSON_YES_,24,8.0,man,biographies,not_clear_enough,1702
325706008771,"Small Basic supports basic data types, like strings, integers and decimals, and will readily convert one type to another as required by the situation. In the example, both the Read and ReadNumber methods read a string from the command line, but ReadNumber rejects any non-numeric characters. This allows the string to be converted to a numeric type and treated as a number rather than a string by the + operator.",ORG_YES_PRODUCT_NO_PERSON_NO_,69,20.0,man,programming,not_clear_enough,5195
4076003525," It opens with the words: ""I propose to consider the question, 'Can machines think?'"" Because ""thinking"" is difficult to define, Turing chooses to ""replace the question by another, which is closely related to it and is expressed in relatively unambiguous words."" Turing describes the new form of the problem in terms of a three-person game called the ""imitation game"", in which an interrogator asks questions of a man and a woman in another room in order to determine the correct sex of the two players. Turing's new question is: ""Are there imaginable digital computers which would do well in the imitation game?"" This question, Turing believed, was one that could actually be answered. In the remainder of the paper, he argued against all the major objections to the proposition that ""machines can think"".Since Turing introduced his test, it has been both highly influential and widely criticized, and has become an important concept in the philosophy of artificial intelligence. Philosopher John Searle would comment on the Turing test in his Chinese room argument, a thought experiment that stipulates that a machine cannot have a ""mind"", ""understanding"", or ""consciousness"", regardless of how intelligently or human-like the program may make the computer behave. Searle criticizes Turing's test and claims it is insufficient to detect the presence of consciousness. Searle goes on to dispute the notion that the mind  can exist outside of the body, a belief known as Cartesian dualism.",ORG_YES_PRODUCT_NO_PERSON_YES_,237,65.0,woman,artificial intelligence,not_clear_enough,3298
97936006100,"He was elected to the American Philosophical Society in 2011. The same year, he was also awarded the Fonseca Prize by the University of Santiago de Compostela.",ORG_YES_PRODUCT_NO_PERSON_NO_,27,8.0,woman,biographies,not_clear_enough,4876
70196005734,"The passage is difficult to interpret and there is little consensus about the details. Gregoric  has argued that this may be because Aristotle did not use the term as a standardized technical term at all. For example, in some passages in his works, Aristotle seems to use the term to refer to the individual sense perceptions simply being common to all people, or common to various types of animals. There is also difficulty with trying to determine whether the common sense is truly separable from the individual sense perceptions and from imagination, in anything other than a conceptual way as a capability. Aristotle never fully spells out the relationship between the common sense and the imaginative faculty , although the two clearly work together in animals, and not only humans, for example in order to enable a perception of time. They may even be the same. Despite hints by Aristotle himself that they were united, early commentators such as Alexander of Aphrodisias and Al-Farabi felt they were distinct, but later, Avicenna emphasized the link, influencing future authors including Christian philosophers. Gregoric  argues that Aristotle used the term ""common sense"" both to discuss the individual senses when these act as a unity, which Gregoric calls ""the perceptual capacity of the soul"", or the higher level ""sensory capacity of the soul"" that represents the senses and the imagination working as a unity. According to Gregoric, there appears to have been a standardization of the term koine aisthesis as a term for the perceptual capacity , which occurred by the time of Alexander of Aphrodisias at the latest.",ORG_YES_PRODUCT_NO_PERSON_YES_,263,65.0,man,philosophy,not_clear_enough,8708
137614006838,"During each successive generation, a portion of the existing population is selected to reproduce for a new generation. Individual solutions are selected through a fitness-based process, where fitter solutions  are typically more likely to be selected. Certain selection methods rate the fitness of each solution and preferentially select the best solutions. Other methods rate only a random sample of the population, as the former process may be very time-consuming.",ORG_NO_PRODUCT_NO_PERSON_NO_,69,20.0,woman,artificial intelligence,not_clear_enough,6606
696191011090,"The design of Scala started in 2001 at the Ecole Polytechnique Federale de Lausanne   by Martin Odersky. It followed on from work on Funnel, a programming language combining ideas from functional programming and Petri nets. Odersky formerly worked on Generic Java, and javac, Sun's Java compiler.After an internal release in late 2003, Scala was released publicly in early 2004 on the Java platform, A second version  followed in March 2006.On 17 January 2011, the Scala team won a five-year research grant of over €2.3 million from the European Research Council. On 12 May 2011, Odersky and collaborators launched Typesafe Inc. , a company to provide commercial support, training, and services for Scala. Typesafe received a $3 million investment in 2011 from Greylock Partners.",ORG_YES_PRODUCT_NO_PERSON_YES_,122,35.0,man,programming,not_clear_enough,8204
320649008718,"He invented the Heaviside step function, using it to calculate the current when an electric circuit is switched on. He was the first to use the unit impulse function now usually known as the Dirac delta function. He invented his operational calculus method for solving linear differential equations. This resembles the currently used Laplace transform method based on the ""Bromwich integral"" named after Bromwich who devised a rigorous mathematical justification for Heaviside's operator method using contour integration. Heaviside was familiar with the Laplace transform method but considered his own method more direct.",ORG_YES_PRODUCT_NO_PERSON_NO_,92,29.0,man,biographies,not_clear_enough,1549
42967004947," Theory-theory also postulates that people's theories about the world are what inform their conceptual knowledge of the world. Therefore, analysing people's theories can offer insights into their concepts. In this sense, ""theory"" means an individual's mental explanation rather than scientific fact. This theory criticizes classical and prototype theory as relying too much on similarities and using them as a sufficient constraint. It suggests that theories or mental understandings contribute more to what has membership to a group rather than weighted similarities, and a cohesive category is formed more by what makes sense to the perceiver. Weights assigned to features have shown to fluctuate and vary depending on context and experimental task demonstrated by Tversky. For this reason, similarities between members may be collateral rather than causal.",ORG_NO_PRODUCT_NO_PERSON_NO_,126,40.0,man,philosophy,not_clear_enough,7339
348176002009,"Some ways of attempting to be frugal could be to make less waste, stop doing things  with high costs and having control over spending desires. Also, being careful to get all the use out of an item before replacing it and not agreeing with customs that have high costs. More ways could be using zero cost choices, using barter , and having a good knowledge of prices. ",ORG_NO_PRODUCT_NO_PERSON_NO_,66,13.0,woman,philosophy,not_clear_enough,7298
6360000196,"An ideal  intelligent machine is a flexible agent which perceives its environment and takes actions to maximize its chance of success at some goal or objective. As machines become increasingly capable, mental faculties once thought to require intelligence are removed from the definition. For example, optical character recognition is no longer perceived as an example of ""artificial intelligence"": it is just a routine technology.",ORG_NO_PRODUCT_NO_PERSON_NO_,64,25.0,man,artificial intelligence,not_clear_enough,7869
217553007740,Video Sensing – Detect motion with the cameraNew digital extensions have also been added in collaborations with commercial companies. These include:,ORG_NO_PRODUCT_NO_PERSON_YES_,20,10.0,man,programming,not_clear_enough,7434
835516011879,"This function defines a method that works on any instance conforming to Equatable, providing a not equals operator. Any instance, class or struct, automatically gains this implementation simply by conforming to Equatable.",ORG_NO_PRODUCT_NO_PERSON_YES_,32,10.0,man,programming,not_clear_enough,4952
280846008306,"At the April meeting, the group asked the Department of Defense  to sponsor an effort to create a common business language. The delegation impressed Charles A. Phillips, director of the Data System Research Staff at the DoD, who thought that they ""thoroughly understood"" the DoD's problems. The DoD operated 225 computers, had 175 more on order and had spent over $200 million on implementing programs to run on them. Portable programs would save time, reduce costs and ease modernization.Charles Phillips agreed to sponsor the meeting and tasked the delegation with drafting the agenda.",ORG_YES_PRODUCT_NO_PERSON_YES_,93,23.0,man,programming,not_clear_enough,147
